"","OrderTime","Description","Conid","TradeDate","Currency","Buy.Sell","Quantity","TradePrice","Proceeds","ClientId","Fx","SoumisSuisse","SoumisEtr","NonSoumis","cliNbr"
"176","20170906;033644","GIVAUDAN-REG","8945997",2017-09-06,"CHF","VTE",6,1973,11838,"Interactive Brokers",1,0,0,11838,2
"177","20170906;033645","ADECCO GROUP AG-REG","4636973",2017-09-06,"CHF","ACH",171,69.45,11875.95,"U2202020",1,11876,0,0,2
"178","20170906;033645","ADECCO GROUP AG-REG","4636973",2017-09-06,"CHF","VTE",171,69.45,11875.95,"Interactive Brokers",1,0,0,11876,2
"179","20170906;033645","CREDIT SUISSE GROUP AG-REG","262782",2017-09-06,"CHF","ACH",649,13.77,8936.73,"U2202020",1,8937,0,0,2
"180","20170906;033645","CREDIT SUISSE GROUP AG-REG","262782",2017-09-06,"CHF","VTE",649,13.77,8936.73,"Interactive Brokers",1,0,0,8937,2
"181","20170906;033646","ACTELION LTD-REG","11486223",2017-09-06,"CHF","ACH",23,266,6118,"U2202020",1,6118,0,0,2
"182","20170906;033646","ACTELION LTD-REG","11486223",2017-09-06,"CHF","VTE",23,266,6118,"Interactive Brokers",1,0,0,6118,2
"183","20170906;033646","NESTLE SA-REG","52238348",2017-09-06,"CHF","ACH",74,80.7,5971.8,"U2202020",1,5972,0,0,2
"184","20170906;033646","NESTLE SA-REG","52238348",2017-09-06,"CHF","VTE",74,80.7,5971.8,"Interactive Brokers",1,0,0,5972,2
"185","20170906;033647","LAFARGEHOLCIM LTD-REG","2682979",2017-09-06,"CHF","ACH",213,56.15,11959.95,"U2202020",1,11960,0,0,2
"186","20170906;033647","LAFARGEHOLCIM LTD-REG","2682979",2017-09-06,"CHF","VTE",213,56.15,11959.95,"Interactive Brokers",1,0,0,11960,2
"187","20170906;033647","SULZER AG-REG","50438272",2017-09-06,"CHF","ACH",112,106.6,11939.2,"U2202020",1,11939,0,0,2
"188","20170906;033647","SULZER AG-REG","50438272",2017-09-06,"CHF","VTE",112,106.6,11939.2,"Interactive Brokers",1,0,0,11939,2
"189","20170906;033648","ABB LTD-REG","2682965",2017-09-06,"CHF","ACH",528,22.5,11880,"U2202020",1,11880,0,0,2
"190","20170906;033648","ABB LTD-REG","2682965",2017-09-06,"CHF","VTE",528,22.5,11880,"Interactive Brokers",1,0,0,11880,2
"191","20170906;033648","SWISS RE AG","88414907",2017-09-06,"CHF","ACH",142,83.75,11892.5,"U2202020",1,11892,0,0,2
"192","20170906;033648","SWISS RE AG","88414907",2017-09-06,"CHF","VTE",142,83.75,11892.5,"Interactive Brokers",1,0,0,11892,2
"193","20170906;033649","CLARIANT AG-REG","2309495",2017-09-06,"CHF","ACH",258,22.97,5926.26,"U2202020",1,5926,0,0,2
"194","20170906;033649","CLARIANT AG-REG","2309495",2017-09-06,"CHF","VTE",258,22.97,5926.26,"Interactive Brokers",1,0,0,5926,2
"195","20170906;033649","PARTNERS GROUP HOLDING AG","38577952",2017-09-06,"CHF","ACH",10,614,6140,"U2202020",1,6140,0,0,2
"196","20170906;033649","PARTNERS GROUP HOLDING AG","38577952",2017-09-06,"CHF","VTE",10,614,6140,"Interactive Brokers",1,0,0,6140,2
"197","20170906;033649","ROCHE HOLDING AG-GENUSSCHEIN","228954",2017-09-06,"CHF","ACH",50,241.5,12075,"U2202020",1,12075,0,0,2
"198","20170906;033649","ROCHE HOLDING AG-GENUSSCHEIN","228954",2017-09-06,"CHF","VTE",50,241.5,12075,"Interactive Brokers",1,0,0,12075,2
"199","20170906;033650","LOGITECH INTERNATIONAL-REG","39999891",2017-09-06,"CHF","ACH",356,33.45,11908.2,"U2202020",1,11908,0,0,2
"200","20170906;033650","LOGITECH INTERNATIONAL-REG","39999891",2017-09-06,"CHF","VTE",356,33.45,11908.2,"Interactive Brokers",1,0,0,11908,2
"201","20170906;034053","ABB LTD-REG","2682965",2017-09-06,"CHF","ACH",184,22.53,4145.52,"U2202020",1,4146,0,0,2
"202","20170906;034053","ABB LTD-REG","2682965",2017-09-06,"CHF","VTE",184,22.53,4145.52,"Interactive Brokers",1,0,0,4146,2
"203","20170906;034053","ADECCO GROUP AG-REG","4636973",2017-09-06,"CHF","ACH",55,69.5,3822.5,"U2202020",1,3822,0,0,2
"204","20170906;034053","ADECCO GROUP AG-REG","4636973",2017-09-06,"CHF","VTE",55,69.5,3822.5,"Interactive Brokers",1,0,0,3822,2
"205","20170906;034053","AIRBUS SE","29612256",2017-09-06,"EUR","ACH",33,70.75,2334.75,"U2202020",1.1401,0,2662,0,2
"206","20170906;034053","AIRBUS SE","29612256",2017-09-06,"EUR","VTE",33,70.75,2334.75,"Interactive Brokers",1.1401,0,0,2662,2
"207","20170906;034053","ASML HOLDING NV","117589399",2017-09-06,"EUR","ACH",26,130.145,3383.77,"U2202020",1.1401,0,3858,0,2
"208","20170906;034053","ASML HOLDING NV","117589399",2017-09-06,"EUR","VTE",26,130.145,3383.77,"Interactive Brokers",1.1401,0,0,3858,2
"209","20170906;034053","BAE SYSTEMS PLC","908964",2017-09-06,"GBP","ACH",546,6.045,3300.57,"U2202020",1.2478,0,4118,0,2
"210","20170906;034053","BAE SYSTEMS PLC","908964",2017-09-06,"GBP","VTE",546,6.045,3300.57,"Interactive Brokers",1.2478,0,0,4118,2
"211","20170906;034053","BASF SE","77680640",2017-09-06,"EUR","ACH",37,82.32,3045.84,"U2202020",1.1401,0,3473,0,2
"212","20170906;034053","BASF SE","77680640",2017-09-06,"EUR","VTE",37,82.32,3045.84,"Interactive Brokers",1.1401,0,0,3473,2
"213","20170906;034053","BP PLC","228891",2017-09-06,"GBP","ACH",480,4.448,2135.04,"U2202020",1.2478,0,2664,0,2
"214","20170906;034053","BP PLC","228891",2017-09-06,"GBP","VTE",480,4.448,2135.04,"Interactive Brokers",1.2478,0,0,2664,2
"215","20170906;034053","DEUTSCHE WOHNEN SE","40064795",2017-09-06,"EUR","ACH",35,34.92,1222.2,"U2202020",1.1401,0,1393,0,2
"216","20170906;034053","DEUTSCHE WOHNEN SE","40064795",2017-09-06,"EUR","VTE",35,34.92,1222.2,"Interactive Brokers",1.1401,0,0,1393,2
"217","20170906;034053","GECINA SA","1411212",2017-09-06,"EUR","ACH",9,130.3,1172.7,"U2202020",1.1401,0,1337,0,2
"218","20170906;034053","GECINA SA","1411212",2017-09-06,"EUR","VTE",9,130.3,1172.7,"Interactive Brokers",1.1401,0,0,1337,2
"219","20170906;034053","NOVARTIS AG-REG","1615110",2017-09-06,"CHF","ACH",47,79.75,3748.25,"U2202020",1,3748,0,0,2
"220","20170906;034053","NOVARTIS AG-REG","1615110",2017-09-06,"CHF","VTE",47,79.75,3748.25,"Interactive Brokers",1,0,0,3748,2
"221","20170906;034053","RENAULT SA","29612183",2017-09-06,"EUR","ACH",45,76.14,3426.3,"U2202020",1.1401,0,3906,0,2
"222","20170906;034053","RENAULT SA","29612183",2017-09-06,"EUR","VTE",45,76.14,3426.3,"Interactive Brokers",1.1401,0,0,3906,2
"223","20170906;034053","ROCHE HOLDING AG-GENUSSCHEIN","228954",2017-09-06,"CHF","ACH",14,241.7,3383.8,"U2202020",1,3384,0,0,2
"224","20170906;034053","ROCHE HOLDING AG-GENUSSCHEIN","228954",2017-09-06,"CHF","VTE",14,241.7,3383.8,"Interactive Brokers",1,0,0,3384,2
"225","20170906;034053","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-06,"EUR","ACH",218,23.29,5077.22,"U2202020",1.1401,0,5789,0,2
"226","20170906;034053","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-06,"EUR","VTE",218,23.29,5077.22,"Interactive Brokers",1.1401,0,0,5789,2
"227","20170906;034053","VONOVIA SE","130946869",2017-09-06,"EUR","ACH",34,35.266,1199.044,"U2202020",1.1401,0,1367,0,2
"228","20170906;034053","VONOVIA SE","130946869",2017-09-06,"EUR","VTE",34,35.266,1199.044,"Interactive Brokers",1.1401,0,0,1367,2
"229","20170906;034054","AXA SA","29612141",2017-09-06,"EUR","ACH",140,23.903,3346.42,"U2202020",1.1401,0,3815,0,2
"230","20170906;034054","AXA SA","29612141",2017-09-06,"EUR","VTE",140,23.903,3346.42,"Interactive Brokers",1.1401,0,0,3815,2
"231","20170906;034054","BAYER AG-REG","68598660",2017-09-06,"EUR","ACH",29,106.996,3102.884,"U2202020",1.1401,0,3538,0,2
"232","20170906;034054","BAYER AG-REG","68598660",2017-09-06,"EUR","VTE",29,106.996,3102.884,"Interactive Brokers",1.1401,0,0,3538,2
"233","20170906;034054","BAYERISCHE MOTOREN WERKE AG","14094",2017-09-06,"EUR","ACH",35,81.531,2853.585,"U2202020",1.1401,0,3253,0,2
"234","20170906;034054","BAYERISCHE MOTOREN WERKE AG","14094",2017-09-06,"EUR","VTE",35,81.531,2853.585,"Interactive Brokers",1.1401,0,0,3253,2
"235","20170906;034054","BNP PARIBAS","29612163",2017-09-06,"EUR","ACH",47,62.546,2939.662,"U2202020",1.1401,0,3352,0,2
"236","20170906;034054","BNP PARIBAS","29612163",2017-09-06,"EUR","VTE",47,62.546,2939.662,"Interactive Brokers",1.1401,0,0,3352,2
"237","20170906;034054","CARREFOUR SA","29612172",2017-09-06,"EUR","ACH",152,16.798,2553.296,"U2202020",1.1401,0,2911,0,2
"238","20170906;034054","CARREFOUR SA","29612172",2017-09-06,"EUR","VTE",152,16.798,2553.296,"Interactive Brokers",1.1401,0,0,2911,2
"239","20170906;034054","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-06,"EUR","ACH",57,46.111,2628.327,"U2202020",1.1401,0,2997,0,2
"240","20170906;034054","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-06,"EUR","VTE",57,46.111,2628.327,"Interactive Brokers",1.1401,0,0,2997,2
"241","20170906;034054","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-06,"EUR","ACH",46,63.846,2936.916,"U2202020",1.1401,0,3348,0,2
"242","20170906;034054","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-06,"EUR","VTE",46,63.846,2936.916,"Interactive Brokers",1.1401,0,0,3348,2
"243","20170906;034054","DASSAULT SYSTEMES SA","2953175",2017-09-06,"EUR","ACH",40,83.68,3347.2,"U2202020",1.1401,0,3816,0,2
"244","20170906;034054","DASSAULT SYSTEMES SA","2953175",2017-09-06,"EUR","VTE",40,83.68,3347.2,"Interactive Brokers",1.1401,0,0,3816,2
"245","20170906;034054","DBX WORLD FINANCIALS 1C","227264014",2017-09-06,"EUR","ACH",206,14.924,3074.344,"U2202020",1.1401,0,3505,0,2
"246","20170906;034054","DBX WORLD FINANCIALS 1C","227264014",2017-09-06,"EUR","VTE",206,14.924,3074.344,"Interactive Brokers",1.1401,0,0,3505,2
"247","20170906;034054","KLEPIERRE","1254551",2017-09-06,"EUR","ACH",66,33.306,2198.196,"U2202020",1.1401,0,2506,0,2
"248","20170906;034054","KLEPIERRE","1254551",2017-09-06,"EUR","VTE",66,33.306,2198.196,"Interactive Brokers",1.1401,0,0,2506,2
"249","20170906;034054","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-06,"EUR","ACH",167,15.053,2513.851,"U2202020",1.1401,0,2866,0,2
"250","20170906;034054","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-06,"EUR","VTE",167,15.053,2513.851,"Interactive Brokers",1.1401,0,0,2866,2
"251","20170906;034054","SIEMENS AG-REG","14217",2017-09-06,"EUR","ACH",19,111.976,2127.544,"U2202020",1.1401,0,2426,0,2
"252","20170906;034054","SIEMENS AG-REG","14217",2017-09-06,"EUR","VTE",19,111.976,2127.544,"Interactive Brokers",1.1401,0,0,2426,2
"253","20170906;034054","SOLVAY SA","228869",2017-09-06,"EUR","ACH",30,121.976,3659.28,"U2202020",1.1401,0,4172,0,2
"254","20170906;034054","SOLVAY SA","228869",2017-09-06,"EUR","VTE",30,121.976,3659.28,"Interactive Brokers",1.1401,0,0,4172,2
"255","20170906;034054","UNIBAIL-RODAMCO SE","1411503",2017-09-06,"EUR","ACH",10,208.45,2084.5,"U2202020",1.1401,0,2377,0,2
"256","20170906;034054","UNIBAIL-RODAMCO SE","1411503",2017-09-06,"EUR","VTE",10,208.45,2084.5,"Interactive Brokers",1.1401,0,0,2377,2
"257","20170906;034054","VOLKSWAGEN AG-PREF","14237",2017-09-06,"EUR","ACH",18,130.001,2340.018,"U2202020",1.1401,0,2668,0,2
"258","20170906;034054","VOLKSWAGEN AG-PREF","14237",2017-09-06,"EUR","VTE",18,130.001,2340.018,"Interactive Brokers",1.1401,0,0,2668,2
"259","20170906;034549","ABB LTD-REG","2682965",2017-09-06,"CHF","ACH",253,22.54,5702.62,"U1427234",1,5703,0,0,2
"260","20170906;034549","ABB LTD-REG","2682965",2017-09-06,"CHF","VTE",253,22.54,5702.62,"Interactive Brokers",1,0,0,5703,2
"261","20170906;034549","ACTELION LTD-REG","11486223",2017-09-06,"CHF","ACH",11,266,2926,"U1427234",1,2926,0,0,2
"262","20170906;034549","ACTELION LTD-REG","11486223",2017-09-06,"CHF","VTE",11,266,2926,"Interactive Brokers",1,0,0,2926,2
"263","20170906;034549","ADECCO GROUP AG-REG","4636973",2017-09-06,"CHF","ACH",82,69.6,5707.2,"U1427234",1,5707,0,0,2
"264","20170906;034549","ADECCO GROUP AG-REG","4636973",2017-09-06,"CHF","VTE",82,69.6,5707.2,"Interactive Brokers",1,0,0,5707,2
"265","20170906;034549","CIE FINANCIERE RICHEMONT-REG","134773421",2017-09-06,"CHF","ACH",34,85.8,2917.2,"U1427234",1,2917,0,0,2
"266","20170906;034549","CIE FINANCIERE RICHEMONT-REG","134773421",2017-09-06,"CHF","VTE",34,85.8,2917.2,"Interactive Brokers",1,0,0,2917,2
"267","20170906;034549","CLARIANT AG-REG","2309495",2017-09-06,"CHF","ACH",124,22.99,2850.76,"U1427234",1,2851,0,0,2
"268","20170906;034549","CLARIANT AG-REG","2309495",2017-09-06,"CHF","VTE",124,22.99,2850.76,"Interactive Brokers",1,0,0,2851,2
"269","20170906;034549","CREDIT SUISSE GROUP AG-REG","262782",2017-09-06,"CHF","ACH",312,13.81,4308.72,"U1427234",1,4309,0,0,2
"270","20170906;034549","CREDIT SUISSE GROUP AG-REG","262782",2017-09-06,"CHF","VTE",312,13.81,4308.72,"Interactive Brokers",1,0,0,4309,2
"271","20170906;034549","GIVAUDAN-REG","8945997",2017-09-06,"CHF","ACH",3,1973,5919,"U1427234",1,5919,0,0,2
"272","20170906;034549","GIVAUDAN-REG","8945997",2017-09-06,"CHF","VTE",3,1973,5919,"Interactive Brokers",1,0,0,5919,2
"273","20170906;034549","LAFARGEHOLCIM LTD-REG","2682979",2017-09-06,"CHF","ACH",102,56.2,5732.4,"U1427234",1,5732,0,0,2
"274","20170906;034549","LAFARGEHOLCIM LTD-REG","2682979",2017-09-06,"CHF","VTE",102,56.2,5732.4,"Interactive Brokers",1,0,0,5732,2
"275","20170906;034549","LOGITECH INTERNATIONAL-REG","39999891",2017-09-06,"CHF","ACH",171,33.5,5728.5,"U1427234",1,5728,0,0,2
"276","20170906;034549","LOGITECH INTERNATIONAL-REG","39999891",2017-09-06,"CHF","VTE",171,33.5,5728.5,"Interactive Brokers",1,0,0,5728,2
"277","20170906;034549","NESTLE SA-REG","52238348",2017-09-06,"CHF","ACH",36,80.8,2908.8,"U1427234",1,2909,0,0,2
"278","20170906;034549","NESTLE SA-REG","52238348",2017-09-06,"CHF","VTE",36,80.8,2908.8,"Interactive Brokers",1,0,0,2909,2
"279","20170906;034549","PARTNERS GROUP HOLDING AG","38577952",2017-09-06,"CHF","ACH",5,614.5,3072.5,"U1427234",1,3072,0,0,2
"280","20170906;034549","PARTNERS GROUP HOLDING AG","38577952",2017-09-06,"CHF","VTE",5,614.5,3072.5,"Interactive Brokers",1,0,0,3072,2
"281","20170906;034549","ROCHE HOLDING AG-GENUSSCHEIN","228954",2017-09-06,"CHF","ACH",24,241.9,5805.6,"U1427234",1,5806,0,0,2
"282","20170906;034549","ROCHE HOLDING AG-GENUSSCHEIN","228954",2017-09-06,"CHF","VTE",24,241.9,5805.6,"Interactive Brokers",1,0,0,5806,2
"283","20170906;034549","SULZER AG-REG","50438272",2017-09-06,"CHF","ACH",54,106.7,5761.8,"U1427234",1,5762,0,0,2
"284","20170906;034549","SULZER AG-REG","50438272",2017-09-06,"CHF","VTE",54,106.7,5761.8,"Interactive Brokers",1,0,0,5762,2
"285","20170906;034549","SWISS RE AG","88414907",2017-09-06,"CHF","ACH",68,83.65,5688.2,"U1427234",1,5688,0,0,2
"286","20170906;034549","SWISS RE AG","88414907",2017-09-06,"CHF","VTE",68,83.65,5688.2,"Interactive Brokers",1,0,0,5688,2
"287","20170906;035324","UBS GROUP AG-REG","170187395",2017-09-06,"CHF","ACH",580,15.51,8995.8,"U2202020",1,8996,0,0,3
"288","20170906;035324","UBS GROUP AG-REG","170187395",2017-09-06,"CHF","ACH",276,15.51,4280.76,"U1427234",1,4281,0,0,3
"289","20170906;035324","UBS GROUP AG-REG","170187395",2017-09-06,"CHF","VTE",856,15.51,13276.56,"Interactive Brokers",1,0,0,13277,3
"290","20170906;035325","NOVARTIS AG-REG","1615110",2017-09-06,"CHF","ACH",75,79.7,5977.5,"U2202020",1,5978,0,0,3
"291","20170906;035325","NOVARTIS AG-REG","1615110",2017-09-06,"CHF","ACH",35,79.7,2789.5,"U1427234",1,2790,0,0,3
"292","20170906;035325","NOVARTIS AG-REG","1615110",2017-09-06,"CHF","VTE",110,79.7,8767,"Interactive Brokers",1,0,0,8768,3
"293","20170906;053528","ARKEMA","38980618",2017-09-06,"EUR","ACH",39,92.79,3618.81,"U2202020",1.1401,0,4126,0,3
"294","20170906;053528","ARKEMA","38980618",2017-09-06,"EUR","ACH",181,92.79,16794.99,"U1427234",1.1401,0,19148,0,3
"295","20170906;053528","ARKEMA","38980618",2017-09-06,"EUR","VTE",220,92.79,20413.8,"Interactive Brokers",1.1401,0,0,23274,3
"296","20170906;093757","ABBVIE INC","118089500",2017-09-06,"USD","ACH",95,75.56,7178.2,"U2202020",0.95668,0,6867,0,2
"297","20170906;093757","ABBVIE INC","118089500",2017-09-06,"USD","VTE",95,75.56,7178.2,"Interactive Brokers",0.95668,0,0,6867,2
"298","20170906;093757","AMAZON.COM INC","3691937",2017-09-06,"USD","ACH",14,968.38,13557.32,"U2202020",0.95668,0,12970,0,2
"299","20170906;093757","AMAZON.COM INC","3691937",2017-09-06,"USD","VTE",14,968.38,13557.32,"Interactive Brokers",0.95668,0,0,12970,2
"300","20170906;093757","CA INC","37875225",2017-09-06,"USD","ACH",175,32.979,5771.325,"U2202020",0.95668,0,5521,0,2
"301","20170906;093757","CA INC","37875225",2017-09-06,"USD","VTE",175,32.979,5771.325,"Interactive Brokers",0.95668,0,0,5521,2
"302","20170906;093757","CISCO SYSTEMS INC","268084",2017-09-06,"USD","ACH",264,31.74,8379.25,"U2202020",0.95668,0,8016,0,2
"303","20170906;093757","CISCO SYSTEMS INC","268084",2017-09-06,"USD","VTE",264,31.74,8379.25,"Interactive Brokers",0.95668,0,0,8016,2
"304","20170906;093757","CORNING INC","7655",2017-09-06,"USD","ACH",181,28.72,5198.24,"U2202020",0.95668,0,4973,0,2
"305","20170906;093757","CORNING INC","7655",2017-09-06,"USD","VTE",181,28.72,5198.24,"Interactive Brokers",0.95668,0,0,4973,2
"306","20170906;093757","ELI LILLY & CO","9160",2017-09-06,"USD","ACH",67,80.109,5367.303,"U2202020",0.95668,0,5135,0,2
"307","20170906;093757","ELI LILLY & CO","9160",2017-09-06,"USD","VTE",67,80.109,5367.303,"Interactive Brokers",0.95668,0,0,5135,2
"308","20170906;093757","EXXON MOBIL CORP","13977",2017-09-06,"USD","ACH",65,77.97,5068.0435,"U2202020",0.95668,0,4848,0,2
"309","20170906;093757","EXXON MOBIL CORP","13977",2017-09-06,"USD","VTE",65,77.97,5068.0435,"Interactive Brokers",0.95668,0,0,4848,2
"310","20170906;093757","GENERAL ELECTRIC CO","7516",2017-09-06,"USD","ACH",364,24.92,9070.77,"U2202020",0.95668,0,8678,0,2
"311","20170906;093757","GENERAL ELECTRIC CO","7516",2017-09-06,"USD","VTE",364,24.92,9070.77,"Interactive Brokers",0.95668,0,0,8678,2
"312","20170906;093757","GENERAL MILLS INC","7616",2017-09-06,"USD","ACH",148,53.903,7977.6752,"U2202020",0.95668,0,7632,0,2
"313","20170906;093757","GENERAL MILLS INC","7616",2017-09-06,"USD","VTE",148,53.903,7977.6752,"Interactive Brokers",0.95668,0,0,7632,2
"314","20170906;093757","GENERAL MOTORS CO","80986742",2017-09-06,"USD","ACH",274,37.419,10252.86,"U2202020",0.95668,0,9809,0,2
"315","20170906;093757","GENERAL MOTORS CO","80986742",2017-09-06,"USD","VTE",274,37.419,10252.86,"Interactive Brokers",0.95668,0,0,9809,2
"316","20170906;093757","GILEAD SCIENCES INC","269753",2017-09-06,"USD","ACH",68,82.959,5641.212,"U2202020",0.95668,0,5397,0,2
"317","20170906;093757","GILEAD SCIENCES INC","269753",2017-09-06,"USD","VTE",68,82.959,5641.212,"Interactive Brokers",0.95668,0,0,5397,2
"318","20170906;093757","INTEL CORP","270639",2017-09-06,"USD","ACH",297,35.209,10457.18,"U2202020",0.95668,0,10004,0,2
"319","20170906;093757","INTEL CORP","270639",2017-09-06,"USD","VTE",297,35.209,10457.18,"Interactive Brokers",0.95668,0,0,10004,2
"320","20170906;093757","JOHNSON & JOHNSON","8719",2017-09-06,"USD","ACH",60,130.4,7824,"U2202020",0.95668,0,7485,0,2
"321","20170906;093757","JOHNSON & JOHNSON","8719",2017-09-06,"USD","VTE",60,130.4,7824,"Interactive Brokers",0.95668,0,0,7485,2
"322","20170906;093757","KLA-TENCOR CORP","270957",2017-09-06,"USD","ACH",52,93.559,4865.068,"U2202020",0.95668,0,4654,0,2
"323","20170906;093757","KLA-TENCOR CORP","270957",2017-09-06,"USD","VTE",52,93.559,4865.068,"Interactive Brokers",0.95668,0,0,4654,2
"324","20170906;093757","LAM RESEARCH CORP","271308",2017-09-06,"USD","ACH",35,164.58,5760.3,"U2202020",0.95668,0,5511,0,2
"325","20170906;093757","LAM RESEARCH CORP","271308",2017-09-06,"USD","VTE",35,164.58,5760.3,"Interactive Brokers",0.95668,0,0,5511,2
"326","20170906;093757","MERCK & CO INC","70101545",2017-09-06,"USD","ACH",129,64.08,8266.32,"U2202020",0.95668,0,7908,0,2
"327","20170906;093757","MERCK & CO INC","70101545",2017-09-06,"USD","VTE",129,64.08,8266.32,"Interactive Brokers",0.95668,0,0,7908,2
"328","20170906;093757","MICHAEL KORS HOLDINGS LTD","98606948",2017-09-06,"USD","ACH",166,42.779,7101.314,"U2202020",0.95668,0,6794,0,2
"329","20170906;093757","MICHAEL KORS HOLDINGS LTD","98606948",2017-09-06,"USD","VTE",166,42.779,7101.314,"Interactive Brokers",0.95668,0,0,6794,2
"330","20170906;093757","PACCAR INC","272992",2017-09-06,"USD","ACH",49,65.48,3208.52,"U2202020",0.95668,0,3070,0,2
"331","20170906;093757","PACCAR INC","272992",2017-09-06,"USD","VTE",49,65.48,3208.52,"Interactive Brokers",0.95668,0,0,3070,2
"332","20170906;093757","PFIZER INC","11031",2017-09-06,"USD","ACH",261,33.989,8871.23,"U2202020",0.95668,0,8487,0,2
"333","20170906;093757","PFIZER INC","11031",2017-09-06,"USD","VTE",261,33.989,8871.23,"Interactive Brokers",0.95668,0,0,8487,2
"334","20170906;093757","QUALCOMM INC","273544",2017-09-06,"USD","ACH",244,50.01,12202.44,"U2202020",0.95668,0,11674,0,2
"335","20170906;093757","QUALCOMM INC","273544",2017-09-06,"USD","VTE",244,50.01,12202.44,"Interactive Brokers",0.95668,0,0,11674,2
"336","20170906;093757","SPDR S&P 500 ETF TRUST","756733",2017-09-06,"USD","ACH",86,246.64,21211.04,"U2202020",0.95668,0,20292,0,2
"337","20170906;093757","SPDR S&P 500 ETF TRUST","756733",2017-09-06,"USD","VTE",86,246.64,21211.04,"Interactive Brokers",0.95668,0,0,20292,2
"338","20170906;093757","UNITED TECHNOLOGIES CORP","13364",2017-09-06,"USD","ACH",70,110.5,7735,"U2202020",0.95668,0,7400,0,2
"339","20170906;093757","UNITED TECHNOLOGIES CORP","13364",2017-09-06,"USD","VTE",70,110.5,7735,"Interactive Brokers",0.95668,0,0,7400,2
"340","20170906;105314","EXXON MOBIL CORP","13977",2017-09-06,"USD","ACH",42,78.46,3295.32,"U2202020",0.95668,0,3153,0,3
"341","20170906;105314","EXXON MOBIL CORP","13977",2017-09-06,"USD","ACH",132,78.46,10356.72,"U1427234",0.95668,0,9908,0,3
"342","20170906;105314","EXXON MOBIL CORP","13977",2017-09-06,"USD","VTE",174,78.46,13652.04,"Interactive Brokers",0.95668,0,0,13061,3
"343","20170906;163500","APPLIED MATERIALS INC","266093",2017-09-06,"USD","ACH",188,44.319,8332.036864921,"U2202020",0.95668,0,7971,0,3
"344","20170906;163500","APPLIED MATERIALS INC","266093",2017-09-06,"USD","ACH",576,44.319,25527.942735079,"U1427234",0.95668,0,24422,0,3
"345","20170906;163500","APPLIED MATERIALS INC","266093",2017-09-06,"USD","VTE",764,44.319,33859.9796,"Interactive Brokers",0.95668,0,0,32393,3
"346","20170906;163500","EMERSON ELECTRIC CO","6842",2017-09-06,"USD","ACH",136,59.089,8036.152218182,"U2202020",0.95668,0,7688,0,3
"347","20170906;163500","EMERSON ELECTRIC CO","6842",2017-09-06,"USD","ACH",414,59.089,24462.992781818,"U1427234",0.95668,0,23403,0,3
"348","20170906;163500","EMERSON ELECTRIC CO","6842",2017-09-06,"USD","VTE",550,59.089,32499.145,"Interactive Brokers",0.95668,0,0,31091,3
"349","20170911;030711","ABB LTD-REG","2682965",2017-09-11,"CHF","ACH",743,22.85,16977.55,"U2202020",1,16978,0,0,2
"350","20170911;030711","ABB LTD-REG","2682965",2017-09-11,"CHF","VTE",743,22.85,16977.55,"Interactive Brokers",1,0,0,16978,2
"351","20170911;030711","ADECCO GROUP AG-REG","4636973",2017-09-11,"CHF","ACH",241,70.95,17098.95,"U2202020",1,17099,0,0,2
"352","20170911;030711","ADECCO GROUP AG-REG","4636973",2017-09-11,"CHF","VTE",241,70.95,17098.95,"Interactive Brokers",1,0,0,17099,2
"353","20170911;030711","CIE FINANCIERE RICHEMONT-REG","134773421",2017-09-11,"CHF","ACH",97,87.4,8477.8,"U2202020",1,8478,0,0,2
"354","20170911;030711","CIE FINANCIERE RICHEMONT-REG","134773421",2017-09-11,"CHF","VTE",97,87.4,8477.8,"Interactive Brokers",1,0,0,8478,2
"355","20170911;030711","CLARIANT AG-REG","2309495",2017-09-11,"CHF","ACH",362,23.09,8358.58,"U2202020",1,8359,0,0,2
"356","20170911;030711","CLARIANT AG-REG","2309495",2017-09-11,"CHF","VTE",362,23.09,8358.58,"Interactive Brokers",1,0,0,8359,2
"357","20170911;030711","CREDIT SUISSE GROUP AG-REG","262782",2017-09-11,"CHF","ACH",914,14.14,12923.96,"U2202020",1,12924,0,0,2
"358","20170911;030711","CREDIT SUISSE GROUP AG-REG","262782",2017-09-11,"CHF","VTE",914,14.14,12923.96,"Interactive Brokers",1,0,0,12924,2
"359","20170911;030711","GIVAUDAN-REG","8945997",2017-09-11,"CHF","ACH",9,2018,18162,"U2202020",1,18162,0,0,2
"360","20170911;030711","GIVAUDAN-REG","8945997",2017-09-11,"CHF","VTE",9,2018,18162,"Interactive Brokers",1,0,0,18162,2
"361","20170911;030711","LAFARGEHOLCIM LTD-REG","2682979",2017-09-11,"CHF","ACH",299,56.95,17028.05,"U2202020",1,17028,0,0,2
